contentID,contentURL,content,ups,downs,interactions_bal,cmts,authorID,authorName,authorContentCount,authorUpCount,money,createdTime,importTime,createdYearMonthDay,content_mod,KEYWORDS_TF_IDF
1550444501,https://bihu.com/shortcontent/1550444501,"碳币，C  是什么？
留下你的观点！",0,0,0,0,1566695627,黄生,4,1134,0.0,2021-10-12 18:38:25.000000,2021-10-12 18:38:43.373271,20211012,"碳币 ， C     是 什么 ？ 
 留下 你 的 观点 ！",碳币/观点/留下/什么
1377077939,https://bihu.com/shortcontent/1377077939,这行情，有病啊,1,0,1,0,118597,Athrun114,536,66126,0.02,2021-10-12 18:38:20.000000,2021-10-12 18:38:43.373271,20211012,这 行情 ， 有病 啊,有病/行情
1704862886,https://bihu.com/shortcontent/1704862886,我喜欢一些分析大形势的论文或者科普的论文,7,0,7,0,1272693879,我爱BTM,130,26444,0.16,2021-10-12 18:35:55.000000,2021-10-12 18:38:43.373271,20211012,我 喜欢 一些 分析 大 形势 的 论文 或者 科普 的 论文,论文/科普/形势/喜欢/或者/分析/一些
1592769132,https://bihu.com/shortcontent/1592769132,"不要幻想每一笔交易都圆圆满满，盈亏需要平衡，得失也需要感受。、
ETH（以太坊）                     
多空 ：多
起点 ：3410-3420附近                                               
终点 ：3450-3480附近                               
休息 ：（补仓）自行                                                  
放弃 ：（防守）3380下方
路线策略仅供参考 具体以实时指导为准",8,0,8,0,1525922156,区块链夏阳,27,43181,0.0,2021-10-12 18:35:50.000000,2021-10-12 18:38:43.373271,20211012,"不要 幻想 每 一笔 交易 都 圆圆满满 ， 盈亏 需要 平衡 ， 得失 也 需要 感受 。 、 
 ETH （ 以太 坊 ）                                           
 多空   ： 多 
 起点   ： 3410 - 3420 附近                                                                                               
 终点   ： 3450 - 3480 附近                                                               
 休息   ： （ 补仓 ） 自行                                                                                                     
 放弃   ： （ 防守 ） 3380 下方 
 路线 策略 仅供参考   具体 以 实时 指导 为准",圆圆满满/ETH/多空/3410/3420/3450/3480/3380/补仓/附近/以太/盈亏/仅供参考/需要/得失/终点/实时/为准/防守/幻想
1420175730,https://bihu.com/shortcontent/1420175730,#我喜欢的长文类型# 来币乎就是为了学习区块链知识，了解币圈动态，跟随市场行情，而币乎各类作者都有，可以说是包罗万象，所以对币乎的长文尽量挤时间去学习。当然，个人喜欢的是政策解读、行情分析预判及项目介绍类型长文，不仅掌握行情动态，也能及时了解最新政策法规及行业发展。,7,0,7,0,1178044600,青山绿山水,85,168929,0.16,2021-10-12 18:35:18.000000,2021-10-12 18:38:43.373271,20211012,# 我 喜欢 的 长文 类型 #   来币乎 就是 为了 学习 区块 链 知识 ， 了解 币圈 动态 ， 跟随 市场行情 ， 而币乎 各类 作者 都 有 ， 可以 说 是 包罗万象 ， 所以 对币乎 的 长文 尽量 挤时间 去 学习 。 当然 ， 个人 喜欢 的 是 政策 解读 、 行情 分析 预判 及 项目 介绍 类型 长文 ， 不仅 掌握 行情 动态 ， 也 能 及时 了解 最新 政策法规 及 行业 发展 。,长文/动态/挤时间/来币乎/币圈/而币乎/对币乎/预判/学习/区块/类型/喜欢/包罗万象/行情/了解/政策法规/市场行情/解读/跟随/尽量
1634290092,https://bihu.com/shortcontent/1634290092,签到,8,0,8,0,1846210872,币友_1846210872,54,12666,0.23,2021-10-12 18:35:12.000000,2021-10-12 18:38:43.373271,20211012,签到,签到
1237791093,https://bihu.com/shortcontent/1237791093,"从珍珠线交易系统来看，以太坊的日线级别箭头是开口向上的，我们可以在它回调的时候看多，可以试着在支撑位位布局一个多单。希望可以帮到更多的朋友，到位就干！耐心会让您更顺心，市场早晚会奖励您的！
方向：多
回踩：3431～3435进场
止损：3386
止盈：第一目标3472，第二目标3541，第三目标3599，第四目标3659
杠杆：最多20倍杠杆（逐仓）
备注：行情变化莫测，不抗单，不重仓，单单必须带止损.
大庆老师个人观点，策略仅供参考#行情分析# #以太坊#",28,0,28,0,1171200865,聚宝盆8133,78,25613,0.28,2021-10-12 18:31:17.000000,2021-10-12 18:38:43.373271,20211012,"从 珍珠 线 交易系统 来看 ， 以太 坊 的 日线 级别 箭头 是 开口 向上 的 ， 我们 可以 在 它 回调 的 时候 看多 ， 可以 试着 在 支撑位 位 布局 一个多 单 。 希望 可以 帮到 更 多 的 朋友 ， 到位 就 干 ！ 耐心 会 让 您 更 顺心 ， 市场 早晚 会 奖励 您 的 ！ 
 方向 ： 多 
 回 踩 ： 3431 ～ 3435 进场 
 止损 ： 3386 
 止盈 ： 第一 目标 3472 ， 第二 目标 3541 ， 第三 目标 3599 ， 第四 目标 3659 
 杠杆 ： 最多 20 倍 杠杆 （ 逐仓 ） 
 备注 ： 行情 变化莫测 ， 不 抗单 ， 不 重仓 ， 单单 必须 带 止损 . 
 大庆 老师 个人观点 ， 策略 仅供参考 # 行情 分析 #   # 以太 坊 #",目标/以太/止损/杠杆/看多/3431/3435/3386/3472/3541/3599/3659/20/逐仓/抗单/变化莫测/顺心/可以/行情/止盈
1573203929,https://bihu.com/shortcontent/1573203929,"币圈日常记录(相信时间的力量):
2021-10-12
BTC: 56900美元
key: 0.0026元
1，有时候，我经过城市中最繁华地段，穿梭于人流，看着人来人往，我就会想: 这些人都是做什么工作的？他们的家庭怎样？他们整天忙忙碌碌追求的是什么？他们中有多少知道比特币？又有多少能理解比特币的未来？-- ahr999《囤比特币》
2，比特币是钱，比特币是更好的钱，人们认识到这一点需要时间。-- xraysun
3，唯时间和比特币稀缺，比特币是一个自我实现的预言。
4，当我们不牛逼时，道理不用跟人讲，讲了也没人信。当我们足够牛逼，不讲啥也
能扭转他人错误认识。--ahr999《囤比特币》",35,0,35,0,1314330091,Key1毛钱,357,158668,1.04,2021-10-12 18:30:51.000000,2021-10-12 18:38:43.373271,20211012,"币圈 日常 记录 ( 相信 时间 的 力量 ) : 
 2021 - 10 - 12 
 BTC :   56900 美元 
 key :   0.0026 元 
 1 ， 有时候 ， 我 经过 城市 中 最 繁华 地段 ， 穿梭 于 人流 ， 看着 人来人往 ， 我 就 会 想 :   这些 人 都 是 做 什么 工作 的 ？ 他们 的 家庭 怎样 ？ 他们 整天 忙忙碌碌 追求 的 是 什么 ？ 他们 中有 多少 知道 比特 币 ？ 又 有 多少 能 理解 比特 币 的 未来 ？ --   ahr999 《 囤 比特 币 》 
 2 ， 比特 币 是 钱 ， 比特 币 是 更好 的 钱 ， 人们 认识 到 这 一点 需要 时间 。 --   xraysun 
 3 ， 唯 时间 和 比特 币 稀缺 ， 比特 币 是 一个 自我实现 的 预言 。 
 4 ， 当 我们 不牛 逼 时 ， 道理 不用 跟 人 讲 ， 讲 了 也 没人信 。 当 我们 足够 牛 逼 ， 不 讲 啥 也 
 能 扭转 他人 错误认识 。 -- ahr999 《 囤 比特 币 》",比特/--/ahr999/时间/币圈/2021/10/12/BTC/56900/key/0.0026/xraysun/不牛/没人信/错误认识/自我实现/多少/他们/人来人往
1326528537,https://bihu.com/shortcontent/1326528537,"《盗墓笔记》作者南派三叔公司申请“盗笔元宇宙”及“南派元宇宙”商标

据金融界网消息，天眼查App显示，近日，杭州量子泛娱影视文化传媒股份有限公司申请注册“盗笔元宇宙”“南派元宇宙”等多项商标，国际分类涉及教育娱乐、通讯服务、科学仪器等，目前商标状态均为申请中。

杭州量子泛娱影视文化传媒股份有限公司成立于2014年3月，法定代表人及大股东、董事长均为徐磊（南派三叔），注册资本约1.26亿人民币，经营范围包括企业管理咨询；电视剧制作；电视剧发行；广播电视节目制作经营等。",38,0,38,0,1512861475,安割,3,34294,1.2,2021-10-12 18:30:35.000000,2021-10-12 18:38:43.373271,20211012,"《 盗墓 笔记 》 作者 南派 三叔 公司 申请 “ 盗 笔元 宇宙 ” 及 “ 南派 元 宇宙 ” 商标 
 
 据 金融界 网 消息 ， 天眼 查 App 显示 ， 近日 ， 杭州 量子 泛娱 影视文化 传媒 股份 有限公司 申请 注册 “ 盗 笔元 宇宙 ” “ 南派 元 宇宙 ” 等 多项 商标 ， 国际 分类 涉及 教育 娱乐 、 通讯 服务 、 科学仪器 等 ， 目前 商标 状态 均 为 申请 中 。 
 
 杭州 量子 泛娱 影视文化 传媒 股份 有限公司 成立 于 2014 年 3 月 ， 法定代表 人及 大 股东 、 董事长 均 为 徐磊 （ 南派 三叔 ） ， 注册资本 约 1.26 亿 人民币 ， 经营范围 包括 企业 管理 咨询 ； 电视剧 制作 ； 电视剧 发行 ； 广播 电视节目 制作 经营 等 。",南派/宇宙/商标/三叔/笔元/泛娱/影视文化/申请/量子/电视剧/传媒/制作/杭州/App/2014/人及/徐磊/1.26/科学仪器/天眼
1693770448,https://bihu.com/shortcontent/1693770448,你有梦想是好事情，静静的去实现就好。不必说出来，不要被别人偷走你的梦想。,48,0,48,0,1104426975,币圈慕容,854,241794,1.46,2021-10-12 18:29:08.000000,2021-10-12 18:38:43.373271,20211012,你 有 梦想 是 好 事情 ， 静静的 去 实现 就 好 。 不必 说 出来 ， 不要 被 别人 偷走 你 的 梦想 。,梦想/偷走/静静的/不必/别人/事情/不要/实现/出来
1895893042,https://bihu.com/shortcontent/1895893042,这轮牛市 你要说一个心目中排名第一的机构 我肯定是选Multicoin Capitial 不解释 yyds 这次又给我们抄作业了 Strips Finance明天会在sushi进行IDO 荷兰拍 起拍价5刀 最低出价1刀 总量75万枚 拍完总流通约471万枚  DYOR ​​​,73,1,72,1,1651076095,币友_1651076095,38,11539,0.05,2021-10-12 18:23:51.000000,2021-10-12 18:38:43.373271,20211012,这轮 牛市   你 要说 一个 心目 中 排名 第一 的 机构   我 肯定 是 选 Multicoin   Capitial   不 解释   yyds   这次 又 给 我们 抄 作业 了   Strips   Finance 明天 会 在 sushi 进行 IDO   荷兰 拍   起拍价 5 刀   最低 出价 1 刀   总量 75 万枚   拍 完 总 流通 约 471 万枚     DYOR   ​ ​ ​,万枚/这轮/Multicoin/Capitial/yyds/Strips/Finance/sushi/IDO/75/471/DYOR/起拍价/出价/心目/牛市/作业/要说/荷兰/排名
1923447706,https://bihu.com/shortcontent/1923447706,根据经验，这几天又是大暴跌了。,75,1,74,1,1032533237,币圈科比博,130,44117,0.34,2021-10-12 18:22:33.000000,2021-10-12 18:38:43.373271,20211012,根据 经验 ， 这 几天 又 是 大 暴跌 了 。,暴跌/几天/经验/根据
1159237540,https://bihu.com/shortcontent/1159237540,dydx 套住了…….,100,4,96,0,392934,EOSV,20,3444,2.98,2021-10-12 18:11:15.000000,2021-10-12 18:38:43.373271,20211012,dydx   套住 了 … … .,dydx/套住
1331842030,https://bihu.com/shortcontent/1331842030,"《盗墓笔记》作者南派三叔公司申请“盗笔元宇宙”及“南派元宇宙”商标

据金融界网消息，天眼查App显示，近日，杭州量子泛娱影视文化传媒股份有限公司申请注册“盗笔元宇宙”“南派元宇宙”等多项商标，国际分类涉及教育娱乐、通讯服务、科学仪器等，目前商标状态均为申请中。

杭州量子泛娱影视文化传媒股份有限公司成立于2014年3月，法定代表人及大股东、董事长均为徐磊（南派三叔），注册资本约1.26亿人民币，经营范围包括企业管理咨询；电视剧制作；电视剧发行；广播电视节目制作经营等。",157,4,153,0,1652937087,币友_1652937087,6,766,2.96,2021-10-12 18:09:39.000000,2021-10-12 18:38:43.373271,20211012,"《 盗墓 笔记 》 作者 南派 三叔 公司 申请 “ 盗 笔元 宇宙 ” 及 “ 南派 元 宇宙 ” 商标 
 
 据 金融界 网 消息 ， 天眼 查 App 显示 ， 近日 ， 杭州 量子 泛娱 影视文化 传媒 股份 有限公司 申请 注册 “ 盗 笔元 宇宙 ” “ 南派 元 宇宙 ” 等 多项 商标 ， 国际 分类 涉及 教育 娱乐 、 通讯 服务 、 科学仪器 等 ， 目前 商标 状态 均 为 申请 中 。 
 
 杭州 量子 泛娱 影视文化 传媒 股份 有限公司 成立 于 2014 年 3 月 ， 法定代表 人及 大 股东 、 董事长 均 为 徐磊 （ 南派 三叔 ） ， 注册资本 约 1.26 亿 人民币 ， 经营范围 包括 企业 管理 咨询 ； 电视剧 制作 ； 电视剧 发行 ； 广播 电视节目 制作 经营 等 。",南派/宇宙/商标/三叔/笔元/泛娱/影视文化/申请/量子/电视剧/传媒/制作/杭州/App/2014/人及/徐磊/1.26/科学仪器/天眼
1632704323,https://bihu.com/shortcontent/1632704323,"10月12日RAINBOW加密分析师Martin做客XT直播间，与XT AMA专栏主持人Joyce在XT官方英文群以及中文群内进行了在线AMA活动。 在谈及发展计划时Martin表示：“我们的主要产品 ""Bifrost""有望在11月发布，它将运用RAINBOW进行折扣收费，旨在帮助启动和促进开发者们自己的加密货币项目",151,4,147,0,1873831956,崛起币风港,103,7844,2.82,2021-10-12 18:09:11.000000,2021-10-12 18:38:43.373271,20211012,"10 月 12 日 RAINBOW 加密 分析师 Martin 做客 XT 直播间 ， 与 XT   AMA 专栏 主持人 Joyce 在 XT 官方 英文 群 以及 中文 群内 进行 了 在线 AMA 活动 。   在 谈及 发展 计划 时 Martin 表示 ： “ 我们 的 主要 产品   "" Bifrost "" 有望 在 11 月 发布 ， 它 将 运用 RAINBOW 进行 折扣 收费 ， 旨在 帮助 启动 和 促进 开发者 们 自己 的 加密 货币 项目",XT/RAINBOW/Martin/AMA/加密/10/12/Joyce/群内/Bifrost/11/开发者/直播间/专栏/做客/谈及/折扣/中文/在线/英文
1202651161,https://bihu.com/shortcontent/1202651161,三叔进军元宇宙了，除了各路大资本，现在越来越嗯多的人都把眼光放在元宇宙了，红利能不能把握住呢,179,6,173,0,1732739116,团子财经,13,1978,3.38,2021-10-12 18:08:19.000000,2021-10-12 18:38:43.373271,20211012,三叔 进军 元 宇宙 了 ， 除了 各路 大 资本 ， 现在 越来越 嗯 多 的 人 都 把 眼光 放在 元 宇宙 了 ， 红利 能 不能 把握住 呢,宇宙/三叔/把握住/各路/红利/进军/眼光/放在/越来越/除了/资本/不能/现在
